Order ID,Date,Sales Person,Country,Region,Product,Sales Channel,Boxes Shipped,Unit Price ($),Amount ($)
ORD-10296,2022-02-11,mason kapoor,New Zealand,OCEANIA,Hydrating Face Serum,Distributor,141,26.26,3703.09
ORD-10495,2022-08-23,Lucas Verma,Canada,NORTH AMERICA,FACE SHEET MASKS,  Retail  ,414,41.6,17222.91
ORD-10021,2022-08-02,  Noah Mehta  ,UK,Europe,under eye cream,  Retail  ,257,24.55,6310.09
ORD-10457,2022-05-22,  Isabella Roy  ,Canada,NORTH AMERICA,Salicylic Acid Cleanser,Wholesale,482,45.81,
ORD-10425,2022-07-20,olivia d'souza,uk,Europe,Charcoal Face Wash,Online,438,34.7,15197.86
ORD-10141,2022-07-04,Isabella Roy,australia,  Oceania  ,Rose Water Toner,Retail,191,36.72,7014.04
ORD-10193,2022-01-18,olivia d'souza,New Zealand,  Oceania  ,Under Eye Cream,Retail,140,41.22,5771.22
ORD-10131,2022-03-30,  Lucas Verma  ,usa,  North America  ,Charcoal Face Wash,retail,299,21.59,6455.88
ORD-10216,2022-02-22,Liam Patel,USA,north america,Anti-Aging Serum,online,124,,4013.93
ORD-10245,2022-07-08,Ethan Reddy,USA,North America,NIACINAMIDE TONER,Online,186,35.55,6613.2
ORD-10364,2022-03-14,LIAM PATEL,Australia,Oceania,charcoal face wash,Distributor,251,12.21,3064.72
ORD-10487,2022-03-01,NOAH MEHTA,USA,North America,Hair Repair Oil,Wholesale,309,10.05,3106.85
ORD-10060,2022-04-25,Sophia Nair,UK,  Europe  ,SPF 50 Sunscreen,  Online  ,30,14.15,424.38
ORD-10222,2022-06-12,  Ananya Gupta  ,uk,Europe,Tea Tree Moisturizer,,211,20.48,4320.88
ORD-10177,2022-04-30,Lucas Verma,uk,Europe,Body Butter Cream,Retail,167,13.71,2289.16
ORD-10450,17/01/2022,  Noah Mehta  ,uk,Europe,Salicylic Acid Cleanser,Online,456,35.23,16062.87
ORD-10498,2022-02-22,Ethan Reddy,new zealand,Oceania,body butter cream,Online,359,15.36,5512.54
ORD-10056,2022-06-24,NOAH MEHTA,UK,Europe,Hydrating Face Serum,  Online  ,29,31.81,922.43
ORD-10292,2022-01-28,  Isabella Roy  ,Australia,Oceania,Vitamin C Cream,retail,39,25.15,980.84
ORD-10255,2022-06-11,Isabella Roy,U.S.A.,North America,LIP BALM PACK,Retail,384,39.4,15130.24
ORD-10408,2022-05-12,ava sharma,New Zealand,Oceania,  Anti-Aging Serum  ,Retail,18,45.22,814.03
ORD-10386,2022-07-02,AVA SHARMA,India,ASIA,  Under Eye Cream  ,retail,265,30.7,8134.54
ORD-10437,2022-02-14,Ananya Gupta,India,Asia,Anti-Aging Serum,ONLINE,334,25.89,8646.58
ORD-10198,2022-03-14,AVA SHARMA,India,  Asia  ,rose water toner,Online,159,47.61,"$7,570.61"
ORD-10069,2022-01-16,  Ananya Gupta  ,AUSTRALIA,Oceania,Hair Repair Oil,Retail,360,42.0,15120.74
ORD-10211,2022-08-12,MASON KAPOOR,Canada,North America,Tea Tree Moisturizer,WHOLESALE,,44.1,7408.06
ORD-10233,2022-01-22,olivia d'souza,USA,North America,lip balm pack,RETAIL,321,14.79,4746.86
ORD-10202,2022-05-06,Lucas Verma,INDIA,Asia,Aloe Vera Gel,ONLINE,436,24.75,10789.63
ORD-10169,2022-06-12,Olivia D'Souza,Australia,Oceania,Hair Repair Oil,Online,352,19.25,6775.0
ORD-10186,2022-06-18,ava sharma,AUSTRALIA,Oceania,salicylic acid cleanser,Retail,439,18.72,8218.19
ORD-10036,2022-03-07,Ava Sharma,INDIA,  Asia  ,Hydrating Face Serum,,450,43.54,
